código_material,preço_real,descrição,modelos_compativeis
6372-430-2290,146.18,Cabo de ligação,RMA460/510
6372-435-7300,9.45,Alavanca de bloqueio,RMA510
6372-440-1900,26.41,Cabo de ligação,RMA460/510
6372-440-1905,32.2,Cabo de ligação,RMA510
6372-440-1910,42.76,Cabo de ligação,RMA510
6372-440-1920,22.54,Cabo de ligação,RMA510
6372-442-2000,7.7,Mangueira,RMA460/510
6372-442-2800,11.36,Proteção do cabo,RMA460/510
6372-640-0100,604.96,Engrenagem,RMA510
6372-700-0400,128.15,Roda,RMA460/510
6372-700-0405,100.44,Roda,RMA460/510
6372-700-2400,185.58,Eixo,RMA510
6372-700-2405,135.91,Eixo,RMA510
6372-700-2410,199.75,Eixo,RMA510
6372-700-2415,134.74,Eixo,RMA510
6372-700-2785,102.62,Aba traseira,RMA510
6372-700-7000,61.27,Alavanca,RMA460/510
6372-700-7590,40.82,Tração do cabo,RMA460/510
6372-700-9490,183.78,Guia - parte superior,RMA460/510
6372-700-9700,374.99,Saco recolhedor,RMA510
6372-700-9705,169.75,Saco recolhedor,RMA510
6372-701-1001,125.17,Carcaça,RMA460/510
6372-701-1005,576.16,Carcaça,RMA510
6372-701-1010,720.69,Carcaça,RMA510
6372-702-0100,152.49,Lâmina,RMA510
6372-702-0800,89.63,Disco turbo,RMA510
6372-703-0900,52.33,Eixo,RMA510
6372-703-6200,171.55,Console,RMA510
6372-703-6205,180.71,Console,RMA460/510
6372-704-1200,6.12,Suporte do eixo,RMA460/510
6372-704-3905,32.73,Mola,RMA460/510
6372-706-0300,73.91,Prolongador,RMA510
6372-706-0700,19.97,Cobertura,RMA510
6372-706-0701,40.77,Cobertura,RMA510
6372-706-0710,94.42,Cobertura,RMA510
6372-706-0715,86.85,Cobertura,RMA510
6372-706-0725,152.67,Cobertura,RMA510
6372-706-0730,18.35,Cobertura,RMA510
6372-706-0745,140.31,Cobertura,RMA510
6372-706-0750,19.6,Cobertura,RMA510
6372-706-6500,119.55,Pano de borracha,RMA510
6372-706-7000,7.37,Amortecedor de borracha,RMA460/510
6372-708-4500,20.08,Mola com haste,RMA460/510
6372-708-4510,9.67,Mola com haste,RMA460/510
6372-708-5105,23.88,Pino,RMA460/510
6372-708-5710,19.68,Bucha,RMA460/510
6372-708-8200,12.54,Suporte,RMA510
6372-708-8205,13.64,Suporte,RMA510
6372-708-8215,15.28,Suporte,RMA510
6372-760-0400,19.8,Encosto,RMA510
6372-760-1805,27.07,Cabo giratório,RMA460/510
6372-760-2295,115.43,Cobertura do motor,RMA510
6372-763-3800,2.23,Apoio esquerda,RMA510
6372-763-3805,2.23,Apoio direita,RMA510
6372-763-5405,32.01,Chapa retentora,RMA510
6372-764-0200,56.3,Alavanca do interruptor,RMA510
6372-766-8300,108,Elemento triturador,RMA510
6372-780-0400,208.03,Alavanca de translação,RMA510
6372-780-0405,207.43,Alavanca de translação,RMA510
6372-780-2010,105.2,Cobertura,RMA510
6372-791-3100,5.96,Mola,RMA510
6372-820-4000,28.59,Cobertura,RMA510
6372-951-3500,3.33,Parafuso IS-P5x18,RMA460/510
6372-951-3510,3.89,Parafuso M5x28,RMA510/460
6372-951-3515,4.99,Parafuso M8x30,RMA460/510
6372-951-3520,5.05,"Parafuso IS 4,2x12",RMA510/460
6372-951-3525,2.78,Parafuso M6x12,RMA460/510
6372-951-3530,2.78,"Parafuso IS 4,2x12",RMA460/510
6372-951-3535,6.1,Parafuso M10x35,RMA460/510
6372-951-3540,4.44,Parafuso M10x28,RMA460/510
6372-951-3550,3.89,Parafuso M8x16,RMA460/510
6372-951-3555,2.78,Parafuso IS 4x16,RMA460/510
6372-951-3560,3.33,"Parafuso IS 4,2x20",RMA460/510
6372-951-3565,2.78,"Parafuso IS 4,2x16",RMA
6372-951-3570,3.33,Parafuso IS 5x16,RMA460/510
6372-951-3575,2.78,Parafuso,RMA510
6372-951-3580,3.89,"Parafuso IS 5,5x30",RMA510
6372-951-3585,4.99,Parafuso 8x30,RMA460
6372-951-3590,3.33,"Parafuso IS 4,2x25",RMA460/510
6372-951-3595,2.78,"Parafuso 3,0x12",RMA460
6372-955-0900,2.86,Porca M6,RMA460/510
6372-955-0905,2.86,Porca M5,RMA510/460
6372-955-0910,2.86,Porca M8,RMA460/510
6372-955-0915,2.86,Porca M6,RMA510
6372-955-0920,5.2,Porca M10,RMA460/510
6372-958-0200,5.28,"Arruela 24x6,3x2",RMA460/510
6372-958-0205,5.28,"Arruela 16x8,4x1,6",RMA460/510
6372-958-0210,5.28,"Arruela 26,7x13,4x0,4",RMA460/510
6372-958-0215,38.01,"Arruela 48x10,5x3,5",RMA460/510
6372-958-7200,5.59,Arruela de segurança,RMA460/510
6372-967-4400,10.08,Adesivo,RMA460/510
6372-971-0200,13.38,Pino,RMA460/510
6372-984-0400,26.1,Rolamento,RMA460/510
6372-988-9200,6.95,Fixa cabo,RMA460/510
6372-988-9205,7.54,Fixa cabo,RMA460/510
6372-988-9210,6.95,Fixa cabo,RMA460/510
6372-998-0400,4.47,Mola com haste,RMA510
6375-703-9010,14.77,Pino,RMA370
6375-708-8000,17.45,Borboleta,RMA370
6421-435-0300,66.39,Interruptor,FSE41
6421-440-1900,101.13,Cabo de ligação,FSE41
6421-600-0800,86.71,Carcaça do motor,FSE41
6421-605-1000,7.18,"Capacitor 0,1 µF",FSE41
6421-711-0300,67.62,Tubo,FSE41
6421-711-1800,11.27,Capa,FSE41
6421-711-3800,14.45,Alavanca,FSE41
6421-711-5100,11.68,Peça da dobradiça,FSE41
6421-711-8500,45.85,Pino,FSE41
6421-716-3600,14.65,Bucha,FSE41
6421-716-7300,6.8,Peça guia,FSE41
6421-790-1200,65.6,Cabo em forma de arco,FSE41
6421-791-6000,54.44,Pino,FSE41
6421-791-9200,8.12,Capa,FSE41
6421-792-1800,26.68,Segmento de contato (Bügelgriff - TE310/,FSE41
6421-792-1910,12.81,Chapa de contato,FSE41
6421-792-3500,42.42,Botão entalhado,FSE41
6421-792-8800,40.1,Alavanca do interruptor,FSE41
6421-997-2000,4.47,Mola de pressão,FSE41
6440-430-0500,33.68,Interruptor,FSE60
6440-440-1901,48.31,Cabo de ligação,FSE60
6440-440-1902,29.02,Cabo de ligação,FSE65
6440-440-1915,48.31,Cabo de ligação 120 V,FSE60
6440-440-2006,58.34,Cabo de conexão,FSE65
6440-600-0200,304.12,Motor elétrico 220 V/60 Hz,FSE60
6440-600-0210,304.12,Motor elétrico 127 V/60 Hz,FSE60
6440-600-2700,59.11,Jogo de escovas de carvão,FSE60
6440-602-2200,11.12,Condutor de ar,FSE60
6440-607-3005,21.43,Roda do ventilador,FSE60
6440-710-7102,269.88,"Cj. tubo com guia de proteção Ø25,4 mm",FSE65
6440-716-5500,7.66,Anel de borracha,FSE60
6460-007-1031,13.36,Jogo alavanca com pino de pressão,HSE61
6460-162-3200,25.14,Arrastador,HSE61
6460-432-1900,16.67,Elemento,HSE61
6460-435-2401,37.88,Alavanca do interruptor,HSE61
6460-435-7200,7.23,Comutador,HSE61
6460-435-7210,8.34,Comutador,HSE61
6460-440-1905,9.57,Cabo de ligação,HSE61
6460-440-3000,35.7,Cabo de ligação,HSE61
6460-602-0411,36.69,Cobertura,HSE61
6460-602-1210,64.66,Carcaça do motor,HSE61
6460-640-7607,384.89,Roda dentada,HSE61
6460-641-0306,166.52,Carcaça da engrenagem,HSE61
6460-642-3400,3.97,Pino da embreagem,HSE61
6460-642-4700,69.34,Placa do rolamento,HSE61
6460-642-5100,8.08,Chapa de apoio,HSE61
6460-642-6510,58.36,Biela,HSE61/HLA65
6460-642-7900,121.93,Excêntrico,HSE61
6460-648-6700,6.61,Peça deslizante,HSE61
6460-711-7900,11.9,Arruela de comando,HSE61
6460-711-8601,6.22,Grampo,HSE61
6460-713-6700,68.22,Guia,HSE61
6460-713-6706,67.58,Guia,HSE61
6460-716-2400,3.72,Mola de pressão,HSE61/HSA56
6460-716-5600,4.47,Mola com haste,HSE61
6460-716-5610,3.72,Mola com haste,HSE61
6460-790-1200,84.97,Cabo em forma de arco,HSE61
6460-791-6000,16.74,Pino,HSE61
6460-792-1000,27.59,Apoio,HSE61
6460-792-9001,24.07,Proteção guia,HSE61
6503-121-0800,49.68,Tampa de fechamento,MS08
6503-121-4700,32.46,Membrana de regulagem,MS08
6503-121-7810,13.35,Tela,MS08
6503-122-3020,8.18,Mola,MS08
6503-122-7700,15.84,Parafuso cabeca lentilha,MS08
6503-122-7720,11.54,Parafuso cabeca lentilha,MS08
6503-122-9410,13.01,Bujão de fecho,MS08/TS350
6503-129-0910,7.28,Junta de vedação,MS08/TS350
6503-129-2500,7.28,Junta de vedação,MS08
6503-129-3010,17.32,Anel de vedação,MS08/TS350
7026-871-1000,1.13,Saco plástico peças garantia 400x500,
7026-871-1001,0.34,Saco plástico peças garantia 200x260,
7030-871-0163,41.2,Caixa e-commerce - FS pequena,
7030-871-0164,52.19,Caixa e-commerce - FS grande,
7030-871-0165,23.38,Caixa e-commerce - HSE,
7030-871-0166,6.35,Caixa e-commerce - BG (sem tubo),
7030-871-0167,4.04,Caixa e-commerce - Tubo do soprador,
7030-871-0168,4.27,Caixa e-commerce - Bateria e carregador,
7030-871-0169,2.1,Caixa e-commerce - Lubrificantes,
7030-871-0170,3.48,Caixa e-commerce - Broca para madeira,
7030-871-0171,3.35,Caixa e-commerce - Sabres M,
7030-871-0172,4.98,Caixa e-commerce - Sabres G,
7030-871-0173,33.01,Rolo etiqueta lacre e-comm (200 unid),Exclusivo p/ clientes e-commerce
7030-871-0174,0.25,Embalagem plástica NF e-commerce,
7030-881-0500,124.51,Bolsa de ferramenta,P-JOGO FERRAM.BÁSICO
7030-890-1600,896.5,Jogo de ferramentas,Jogo de ferramentas completo
9007-319-1130,5.55,Parafuso sextavado M5x62-8.8,FS75/85/85R/FR85/SP80/80K/81/HT75/KA85R/
9007-319-1135,6.1,Parafuso sextavado M5x65-8.8,BG50/85/HS45/KM55/BT130/HT133
9007-319-1140,6.09,Parafuso sextavado M5x70-8.8,HS81R
9007-319-1825,4.46,Parafuso sextavado M8x24 esq.-8.8,FCS
9007-319-1880,5.55,Parafuso sextavado M8x35-8.8,TS420/FW20
9007-319-2000,8.86,Parafuso sextavado M8x75,TS420/800-FW20
9007-319-2020,10,Parafuso sextavado M8x85-8.8,FW20
9007-319-2510,10.54,Parafuso sextavado M10x75-8.8,TS420/FW20
9007-346-1960,7.23,Parafuso sextavado M8x55,TSA230
9008-318-1860,5.01,Parafuso sextavado M8x30,PC70/75
9008-318-2361,4.46,Parafuso sextavado ISO4017-M10x20-8.8,Projeto 4147
9008-319-1010,3.32,Parafuso sextavado M5x18,P835/840
9008-319-1020,3.32,Parafuso sextavado M5x20,MS460
9008-319-1280,3.12,Parafuso sextavado M6x16,MS051/076
9008-319-1350,3.87,Parafuso sextavado M6x25,MS08/HT75/TS350
9008-319-1800,3.87,Parafuso de cabeça sextavada M8x20,FS108/FR108/RE230/232
9008-319-1830,4.46,Parafuso sextavado M8x25,TS420-FW20
9008-319-1900,5.55,Parafuso sextavado M8x40,TS420-FW20
9008-319-2320,3.32,Parafuso sextavado M10x12,USG
9008-319-2390,5.01,Parafuso sextavado M10 x 25,USG
9008-319-2410,5.55,Parafuso sextavado M10x30,FR85/FR220
9008-319-2430,6.09,Parafuso sextavado M10x35,TS350
9008-319-2930,5.01,Parafuso sextavado M12x20,MSA161/MS651/661
9008-345-0960,2.78,Parafuso sextavado M5x12,MS046/066/310/660/661/650/651
9008-990-1260,8.87,Parafuso sextavado M5x45,RE800K/KM
9010-346-2545,12.75,Parafuso sextavado M10x1x95-10.9,MS462
9018-321-1800,3.89,Parafuso sextavado M8x20-8.8,RMA 235
9018-346-1800,4.24,Parafuso sextavado M8x20,RE230
9021-319-0670,2.78,Parafuso cilíndrico M4x14,TS350
9022-313-0610,2.24,Parafuso IS-M4x6,FS86/88/108/FR108
9022-313-0630,2.78,Parafuso IS-M4x8,FS106/160/220/TS800/TS420/800-FW20
9022-313-0633,2.78,Parafuso IS-M4x8-10.9,MS362/460/462/651/661
9022-313-0650,2.61,Parafuso IS-M4x10,MS08/160/220/280
9022-313-0651,2.78,Parafuso IS-M4x10-8.8,MS461/651/661
9022-313-0652,2.78,Parafuso IS-M4x10-8.8,IMPLEM. KM
9022-313-0658,2.78,Parafuso IS-M4x12-8.8,RE100/110/145/150
9022-313-0660,2.78,Parafuso de aço IS-M4x12,MS034/036/360/362/382/038/046/460/462/05
9022-313-0661,2.78,Parafuso IS-M4x12-8.8,RE150.0
9022-313-0680,2.78,Parafuso de aço IS-M4x16,MS08/025/034/046/460/462/051/076/FS75/85
9022-313-0740,3.32,Parafuso IS-M4x25,MS08/038/651/661/FS160/220/280/FR220/P83
9022-313-0930,2.78,Parafuso IS-M5x8,FS160/220/280
9022-313-1030,3.32,Parafuso IS-M5x23,HSA65/HSA85
9022-313-1120,5.55,Parafuso IS-M5x58,SR400
9022-319-0981,3.32,Parafuso IS-M5x17-10.9,TS420
9022-319-1027,3.32,Parafuso IS-M5x21-10.9,HS81R/BR600/800
9022-319-1028,2.78,Parafuso IS-M5x14-10.9,MSA300
9022-341-0650,2.78,Parafuso IS-M4x10,MS066/660/650/651/661/MSA160T/HTA85
9022-341-0710,3.32,Parafuso IS-M4x20-10.9,MS362/462/651/661
9022-341-0900,3.63,Parafuso de aço IS-M5x28,MS08/P835/840/BT130
9022-341-0910,2.78,Parafuso IS-M5x6,MS036/360/382/046/066/660/650
9022-341-0911,2.78,Parafuso IS-M5x6,MS362/460/462/651/661/BGA56
9022-341-0950,2.78,Parafuso IS-M5x10,BT121/FS86/160/FR85/106/108/220/350
9022-341-0960,2.78,Parafuso IS-M5x12,BT121/130/MS08/034/036/038/362/382/046/4
9022-341-0961,2.78,Parafuso IS-M5x12,HL135/MS651/661
9022-341-0962,2.78,Parafuso IS-M5x12,MS260
9022-341-0975,2.78,Parafuso IS-M5x14,HTA85
9022-341-0980,3.32,Parafuso IS-M5x16,MS036/360/038/046/460/051/066/660/650/076/650/TS800FS75/85/85R/86/88/106/108/120/160/220/250/280/300/350/FR85/106/108/350/SR400/420/HS80/SP80/80K/81/HT75/KA85R/HS45/PC70/75/HT70K/KA120/HLA65/HTA86/FSA135
9022-341-0983,3.32,Parafuso IS-M5x16-12.9,MS362/460/462/194T/651/661
9022-341-1010,3.32,Parafuso de aço IS-M5x18,MS08/038/051/076/382/FS44/75/88/106/108/
9022-341-1018,3.32,Parafuso IS-M5x18,MS361
9022-341-1045,3.32,Parafuso IS-M5x24-10.9,MS036/360/046/460/066/660/650/FS88/106/TS800/108/FR108/SR400/420/BR430
9022-341-1050,3.89,Parafuso IS-M5x25,MS011/034/036/360/038/382/051/076/FS44/7
9022-341-1070,3.87,Parafuso IS-M5x30,BT121/130/MS051/076/FS44/85/86/88/106/108/160/220/280/FR106/108/HT75/TS760/KA85R/HS81R/HSA100
9022-341-1080,4.46,Parafuso IS-M5x35,MS011/362/380/382/046/460/462/P835/RE900
9022-341-1081,4.46,Parafuso IS-M5x35x12,TS800
9022-341-1090,4.46,Parafuso IS-M5x40,MS051/064/066/660/076/650/651/661/FS160/
9022-341-1110,5.01,Parafuso IS-M5x52,BT120/121/130
9022-341-1120,5.55,Parafuso IS-M5x58,TS800
9022-341-1150,6.1,Parafuso IS-M5x65,FS160/220/280/FR220
9022-341-1152,6.1,Parafuso IS-M5x65x25,HLA65
9022-341-1170,7.77,Parafuso IS-M5x102x20,HL135
9022-341-1190,6.63,Parafuso IS-M5x72,TS800/KA120/MS651/661
9022-341-1220,5.01,Parafuso IS-M5x48,FS86/88/106/108/220/280/FR106/108/SR400/
9022-341-1260,2.78,Parafuso IS-M6x12,FS86/106/160/220/FR106/108/TS760
9022-341-1270,3.32,Parafuso IS-M6x14,MS08/FS44/75/85/88/106/108/120/160/250/F
9022-341-1280,3.32,Parafuso IS-M6x16,TS800
9022-341-1300,3.32,Parafuso IS-M6x20,MS08/066/660/650/FS86/88/106/108/FR106/P
9022-341-1310,3.32,Parafuso IS-M6x18,BT121/130/FS44/SP80/80K
9022-341-1350,3.87,Parafuso IS-M6x25-10.9,MS08/FS85R/86/88/106/108/160/220/280/FR8
9022-341-1355,3.89,Parafuso IS-M6x26,TS420-FW20
9022-341-1358,3.87,Parafuso IS-M6x28-10.9,SR430/450/FR480/BR350/BR430
9022-341-1370,4.46,Parafuso IS-M6x30,MS046/460/462/651/661/TS350/FR220/FS120/
9022-341-1371,4.46,Parafuso IS-M6x30-Z1,IMPLEM. KM-FS
9022-341-1380,4.46,Parafuso IS-M6x35,FS44/85/TS800
9022-341-1400,5.01,Parafuso IS-M6x40,FS160/TS350
9022-341-1420,5.01,Parafuso IS-M6x45,FS300/350
9022-341-1430,5.55,Parafuso IS-M6x50,FE55/FS75/TS420/760/800-FW20
9022-341-1462,6.66,Parafuso IS-M6x70x20-10.9,
9022-341-1520,8.32,Parafuso IS-M6x90,P835/840
9022-346-0658,2.78,Parafuso IS-M4x12,MS362/460/462/651/661
9022-346-0852,8.87,Parafuso IS-M4x145x60-10.9,MS462
9022-346-1031,3.33,Parafuso IS-M5x15-10.9,
9022-346-1069,3.87,Parafuso IS-M5x30x22-10.9,FS120
9022-346-1070,3.87,Parafuso IS-M5x30,FS85/120/160/220/250/280/300/350/HS81R/BR600/800/BT130/HT133
9022-346-1200,49.88,Parafuso IS-M5x145x60-10.9,MS462
9022-346-1260,2.78,Parafuso IS-M6x12-10.9,BF
9022-346-1475,7.76,Parafuso IS-M6x80-12.9,RE100/110/145
9022-371-0710,3.32,Parafuso IS-M4x20,MS076/FS44/75/85/85R/220/FR85/220/HS80/8
9022-371-1020,3.32,Parafuso de aço IS-M5x20,MS08/360/362/382/046/460/462/051/066/660
9022-371-1026,3.12,Parafuso IS-M5x23-12.9,SP20
9022-371-1050,3.89,Parafuso IS-M5x25-12.9,MS362/461/PC70/75/HT70K
9022-371-1053,3.89,Parafuso IS-M5x25-12.9,MS462
9022-371-1073,3.87,Parafuso IS-M5x32-10.9,TS420/HT133
9022-371-1350,3.87,Parafuso IS-M6x25,MS066/660/650
9022-373-0334,2.23,Parafuso IS-M3x7-12.9,FS120/160/220/250/280/SP81/HL145º
9022-373-1025,3.32,Parafuso IS-M5x23-12.9,FS120
9022-373-1070,3.63,Parafuso IS-M5x30x22-12.9,MS651/661
9022-399-0950,2.78,Parafuso IS-M5x10,FS120/160/220/250/280/BGA85
9022-399-1020,3.12,Parafuso IS-M5x20-12.9,MS651/661
9022-500-1051,3.87,Parafuso IS-M5x27,MS362/462
9025-313-0741,3.32,Parafuso IS M4x25-8.8,FS160/220/280/FR220
9027-068-1050,3.89,Parafuso cabeça chata M5x25-4.6,USG
9027-068-1540,7.23,Parafuso cabeça chata M6x72-4.8,MS051/076
9027-068-1880,5.55,Parafuso cabeça chata M8x35-4.6,USG
9027-068-1972,7.77,Parafuso cabeça chata M8x60-10.9,FCS
9027-319-1830,4.46,Parafuso cabeça chata M8x25-8.8,TS420/FW20
9036-341-1070,3.87,Parafuso allen M5x30,MS051/076
9039-448-0651,2.24,Parafuso auto-atarraxante M4x6,RE230
9039-448-0656,2.78,"Parafuso auto-atarraxante M4x9,6",BR600/800
9039-488-0652,2.78,Parafuso auto-atarraxante-C M4x12,HSA65
9039-488-0670,4.07,Parafuso auto-atarraxante 4x14,RE700K/900KM/800K/KM/820KM/920KM
9039-488-0672,2.78,Parafuso DIN 7500-M4x14,HSE61
9039-488-0953,2.78,Parafuso DIN 7500-M5x8,HSE61
9039-488-0984,3.33,Parafuso DIN 7500-M5x16,HSE61/RE230
9039-488-0991,3.89,Parafuso DIN 7500-M5x30,HSE61
9039-488-1266,2.78,Parafuso auto-atarraxante M6x12,RE230/232
9040-346-1010,3.12,Parafuso cilíndrico M5x18-10.9,MS051/076
9041-116-1430,5.55,Parafuso cilíndrico com fenda M6x50,FE55
9041-216-0300,2.24,Parafuso cilíndrico com fenda M3x4,MS011/FS160/220/280/TS760
9041-216-0630,2.78,Parafuso cilíndrico com fenda M4x8,MS08/034/036/360/038/380/382/046/460/066
9041-216-0631,3.21,Parafuso cilíndrico com fenda M4x8-8.8,TS420/TSA230
9041-216-0650,2.78,Parafuso cilíndrico com fenda M4x10,MS360/038/SR400/420
9041-216-0950,2.78,Parafuso cilíndrico com fenda M5x10,RE102K/TS760
9041-216-1230,2.78,Parafuso cilíndrico com fenda M6x8,USG/TS510/760
9041-216-1280,3.32,Parafuso cilíndrico com fenda M6x16,MS038
9041-319-0600,2.24,Parafuso cilíndrico com fenda M4x5,MSA120/140/160/MS170/180/210/230/250/MSE160
9041-424-1380,4.44,Parafuso cilíndrico c. fenda M6x35 A2-70,HTA85
9044-319-0980,3.32,Parafuso cilíndrico com fenda M5x16,TS800/FSA56/KA120/BG50/HT133/HLA65/MS194T/MS462/651/661
9045-313-0960,2.78,Parafuso allen M5x12,SP80/80K
9045-318-1260,2.31,Parafuso allen M6x12,RE108/143
9045-319-1320,3.32,Parafuso allen M6x20,RE88/98
9045-319-1460,7.12,Parafuso allen M6x65,RE142
9045-319-1960,7.21,Parafuso allen M8x55,RE230
9045-319-1991,8.32,Parafuso allen M8x70-8.8,POWER TOOLS/RE150
9045-319-2390,5.01,Parafuso allen M10x25,TS800/KA120/HT133/MS194T/651/661
9045-319-9010,3.33,"Parafuso allen 1/4""-20x3/4""",NG5
9045-319-9015,5.55,"Parafuso allen 3/8""x1 1/4""",NG5
9045-345-1280,30.27,Parafuso allen M6x16-10.9,RE109
9045-346-1970,7.77,Parafuso allen M8x60-10.9,RE150
9045-371-1470,40.29,Parafuso allen M6x70,RE88/107
9045-371-1830,6.39,Parafuso allen M8x25,RE232
9045-372-1280,3.33,Parafuso allen ISO4762-M6x16-12.9,RE90/95
9045-372-1461,3.89,Parafuso allen ISO4762-M6x65x25-12.9,RE90/95
9045-372-1930,21.69,Parafuso allen M8x45,RE232
9047-319-0220,2.24,Parafuso cilíndrico com fenda M2.6x5,MS08
9047-319-0340,2.24,Parafuso cilíndrico com fenda M3x8,MS08/TS350/P835
9047-319-0650,2.78,Parafuso cilíndrico com fenda M4x10,MS038
9048-216-1010,3.32,Parafuso cilíndrico com fenda M5x18,MS051/076/TS350
9048-319-0660,2.78,Parafuso cilíndrico com fenda M4x12,MS051/076
9052-319-0670,2.78,Parafuso cabeça chata M4x15,BR420/PEÇAS KIT ASPIRAÇÃO
9061-373-0982,3.89,Parafuso escareado chato M5x18-10.9,MS462
9062-115-0650,1.11,Parafuso escareado chato ISO7046-1-M4x10,RE142
9062-319-0660,2.78,Parafuso escareado chato M4x12,MS08/RE230/232
9062-319-1260,2.78,Parafuso escareado chato M6x12,BT120/121
9062-319-1270,3.32,Parafuso escareado chato M6x14-4.8,
9064-341-1860,5.01,Parafuso escareado chato M8x30,MS460
9064-346-1278,3.32,Parafuso escareado chato M6x14-10.9,BT/121/130
9064-371-0985,3.32,Parafuso escareado chato M5x16,HS45
9074-477-2306,2.23,Parafuso P3x8,HTA86
9074-477-2308,2.78,Parafuso IS-P3x15,RE90/95/110/150
9074-477-2966,2.78,Parafuso P4x8,MS162/172/172C/182/212
9074-477-2980,2.78,Parafuso IS-P4x12,MSA300
9074-477-2995,2.78,Parafuso P4x12,MS192T/194T/462
9074-477-3025,2.78,Parafuso IS-P4x16,FSA56/57/BGA56/HSA56/50/HSA100/FSA135/KMA135
9074-477-3079,3.32,Parafuso P4x25,FR220/350
9074-477-4128,3.32,Parafuso P5x20,MSE170
9074-477-4130,3.32,Parafuso P5x16,MS194T/TS420/HLA66/HSE52/MS651-661/MSA160C-B
9074-477-4132,3.32,Parafuso IS-P5x18,HS81/82R/BR600/MSA120/140/BGA85/FSA/HSA/50/56/65/66/85/SR430/450/BR430/SPA65/BG/SH56/HTA85/HLA65/HTA86
9074-477-4135,3.32,Parafuso P5x20,MS162/172/172C/182/212/MS462
9074-477-4139,3.89,Parafuso P5x25,MS162/172/172C/182/212
9074-477-4142,3.89,Parafuso P5x25,MSA120/140
9074-477-4148,3.87,Parafuso P5x34,GTA26
9074-477-4370,9.4,Parafuso IS P5x130,MSE141
9074-477-4436,3.99,Parafuso IS-P6x20,BT131
9074-477-4438,4.46,Parafuso P6x30,MS362
9074-478-2967,2.78,Parafuso P4x10,HT133
9074-478-2970,2.78,Parafuso IS-P4x10,MSA200/FS460/HT133
9074-478-3005,2.78,Parafuso IS-P4x14-PT10,MSA160/200/BT45/FS460/HSA66/50/FSA57
9074-478-3025,2.78,Parafuso IS-P4x16-12.9,BT121/130/E14/FS85/120/160/220/250/280/3
9074-478-3075,3.32,Parafuso IS-P4x19-12.9,MSE14/160/170/FE55/FR85/220/HS80/SR400/4
9074-478-3076,3.32,Parafuso de aço IS-P4x19,MS034/036/360/038/046/382/460/066/660/65
9074-478-3475,3.32,"Parafuso IS-P4,5x25-12.9",E14/160
9074-478-3525,4.46,"Parafuso IS-P4,5x45-12.9",MSE170
9074-478-3555,5.01,"Parafuso IS-P4,5x55-12.9",E14/160
9074-478-4125,2.78,Parafuso IS 5x14,FS44/86/88/106/108/120/160/220/250/280/3
9074-478-4127,3.33,Parafuso P5x22,RE100/110
9074-478-4129,3.33,Parafuso P5x18,RE100/110/145/150
9074-478-4130,3.32,Parafuso IS-P5x16,MS210/230/250
9074-478-4135,3.32,Parafuso IS-P5x20,E160/HS80/KM55
9074-478-4140,3.87,Parafuso IS-P6x25,HS45/BR600/BR430
9074-478-4143,3.63,Parafuso P6x26,BG50
9074-478-4145,3.87,Parafuso IS-P5x32-12.9,E14/MSE220/FR480
9074-478-4405,3.32,Parafuso IS-P6x14,FS44/55/75/120/220/250/280/300/350/FE55/FR350/FSA56/65/85/FSA135
9074-478-4409,3.32,Parafuso IS-P6x14,FSE60
9074-478-4420,3.32,Parafuso P6x18,HS81/82R/MSA160T
9074-478-4425,3.32,Parafuso de aço IS-P6x19,FE55/SR400/420/HS81/82R/FS460/BG50/BR800
9074-478-4435,3.32,Parafuso IS-P6x19-12.9,MSA160/160T/200/MS034/036/360/038/046/38
9074-478-4475,3.87,"Parafuso IS-P6x21,5",MS162/172/172C/182/212/MS025/034/036/360/362/382/038/046/460/066//660/650/SR400/420
9074-478-4545,3.87,"Parafuso IS-P6x26,5",SR400/420/HS45/BR600/BR430/MS362
9074-478-4547,3.63,Parafuso IS-P6x26,SR400/420/HS45/BR600/BR430/MS362
9074-478-4655,4.46,Parafuso P6x30,TS420/800-FW20
9074-478-4675,4.46,"Parafuso IS-P6x32,5",MS08/036/360/038/046/460/KitResgate460/0
9074-478-4705,5.01,Parafuso IS-P6x40,TS350/MS660/650/462/651/661
9074-478-4706,5.55,Parafuso P6x50,TS420
9075-240-0630,2.78,Parafuso M4x8,BT45
9075-478-0630,2.78,Parafuso D4x8,HSA56/HLA65
9075-478-2995,2.78,Parafuso IS-D4x12,TS420-FW20/HSA/56/66/HLA65
9075-478-3012,2.78,Parafuso D4x12,MS193T/194T/382
9075-478-3015,2.78,Parafuso IS-D4x15,MS025/230/250/039/310/390/210/194T/HS45
9075-478-3016,2.78,Parafuso IS-D4x16,BR600/800/TSA230
